date,leading_cycle,kospi_credit,kosdaq_credit,adr_kospi,adr_kosdaq
2022-05-20,98.96,17.4,9.26,0.58,0.46
2022-05-21,98.91,17.51,9.23,0.59,0.46
2022-05-22,98.94,17.36,9.19,0.53,0.47
2022-05-23,98.87,17.47,9.13,0.53,0.43
2022-05-24,98.96,17.37,9.23,0.53,0.43
2022-05-25,98.86,17.33,9.13,0.58,0.44
2022-05-26,98.86,17.34,9.1,0.54,0.44
2022-05-27,98.87,17.41,9.12,0.54,0.47
2022-05-28,98.82,17.44,9.17,0.53,0.48
2022-05-29,98.77,17.26,9.13,0.53,0.47
2022-05-30,98.82,17.27,9.08,0.55,0.45
2022-05-31,98.78,17.27,9.07,0.53,0.46
2022-06-01,98.83,17.31,9.05,0.55,0.44
2022-06-02,98.78,17.3,9.05,0.57,0.46
2022-06-03,98.79,17.21,9.06,0.55,0.47
2022-06-04,98.77,17.21,9.04,0.57,0.45
2022-06-05,98.75,17.21,9.0,0.56,0.41
2022-06-06,98.71,17.12,8.97,0.55,0.45
2022-06-07,98.71,17.24,8.95,0.58,0.46
2022-06-08,98.68,17.1,8.92,0.55,0.46
2022-06-09,98.7,17.18,8.94,0.55,0.45
2022-06-10,98.63,17.09,8.93,0.56,0.43
2022-06-11,98.69,17.06,8.86,0.56,0.46
2022-06-12,98.66,17.06,8.86,0.57,0.43
2022-06-13,98.64,17.1,8.86,0.54,0.47
2022-06-14,98.7,17.07,8.94,0.54,0.45
2022-06-15,98.69,16.96,8.88,0.51,0.46
2022-06-16,98.55,17.07,8.83,0.55,0.38
2022-06-17,98.64,17.08,8.79,0.56,0.46
2022-06-18,98.62,17.04,8.8,0.53,0.47
2022-06-19,98.56,16.98,8.76,0.55,0.40
2022-06-20,98.57,16.98,8.82,0.51,0.45
2022-06-21,98.6,16.95,8.79,0.54,0.47
2022-06-22,98.59,16.9,8.8,0.54,0.43
2022-06-23,98.5,16.96,8.7,0.56,0.47
2022-06-24,98.54,16.93,8.74,0.53,0.43
2022-06-25,98.5,16.92,8.74,0.55,0.44
2022-06-26,98.53,16.87,8.77,0.50,0.44
2022-06-27,98.5,16.88,8.67,0.51,0.43
2022-06-28,98.51,16.87,8.72,0.52,0.44
2022-06-29,98.48,16.88,8.74,0.55,0.46
2022-06-30,98.52,16.81,8.69,0.57,0.44
2022-07-01,98.44,16.82,8.64,0.54,0.44
2022-07-02,98.42,16.75,8.57,0.54,0.43
2022-07-03,98.49,16.79,8.66,0.51,0.43
2022-07-04,98.46,16.83,8.58,0.52,0.46
2022-07-05,98.44,16.72,8.59,0.55,0.41
2022-07-06,98.43,16.72,8.59,0.54,0.43
2022-07-07,98.4,16.75,8.56,0.59,0.49
2022-07-08,98.39,16.67,8.6,0.52,0.45
2022-07-09,98.4,16.62,8.57,0.56,0.42
2022-07-10,98.43,16.66,8.63,0.52,0.46
2022-07-11,98.39,16.55,8.55,0.49,0.49
2022-07-12,98.41,16.73,8.52,0.54,0.46
2022-07-13,98.38,16.72,8.49,0.56,0.41
2022-07-14,98.32,16.55,8.62,0.53,0.42
2022-07-15,98.36,16.56,8.46,0.53,0.45
2022-07-16,98.36,16.74,8.49,0.54,0.45
2022-07-17,98.34,16.55,8.53,0.53,0.42
2022-07-18,98.31,16.59,8.5,0.54,0.44
2022-07-19,98.33,16.57,8.38,0.51,0.42
2022-07-20,98.3,16.49,8.45,0.54,0.44
2022-07-21,98.31,16.53,8.49,0.56,0.42
2022-07-22,98.23,16.41,8.45,0.53,0.41
2022-07-23,98.3,16.58,8.41,0.50,0.42
2022-07-24,98.31,16.48,8.39,0.50,0.41
2022-07-25,98.22,16.42,8.38,0.50,0.39
2022-07-26,98.26,16.46,8.35,0.53,0.42
2022-07-27,98.3,16.46,8.33,0.53,0.42
2022-07-28,98.23,16.47,8.34,0.49,0.44
2022-07-29,98.23,16.41,8.3,0.53,0.42
2022-07-30,98.26,16.4,8.42,0.51,0.43
2022-07-31,98.23,16.38,8.32,0.54,0.40
2022-08-01,98.26,16.38,8.35,0.50,0.43
2022-08-02,98.27,16.28,8.31,0.52,0.41
2022-08-03,98.2,16.35,8.28,0.55,0.42
2022-08-04,98.16,16.35,8.28,0.51,0.39
2022-08-05,98.15,16.36,8.27,0.49,0.43
2022-08-06,98.2,16.26,8.25,0.50,0.44
2022-08-07,98.2,16.32,8.22,0.52,0.40
2022-08-08,98.17,16.33,8.31,0.50,0.45
2022-08-09,98.19,16.26,8.17,0.55,0.41
2022-08-10,98.15,16.24,8.2,0.55,0.45
2022-08-11,98.17,16.28,8.23,0.52,0.43
2022-08-12,98.18,16.27,8.3,0.52,0.41
2022-08-13,98.12,16.32,8.17,0.52,0.42
2022-08-14,98.22,16.31,8.21,0.50,0.36
2022-08-15,98.16,16.16,8.16,0.52,0.40
2022-08-16,98.12,16.19,8.2,0.54,0.41
2022-08-17,98.15,16.26,8.21,0.49,0.41
2022-08-18,98.12,16.24,8.19,0.50,0.41
2022-08-19,98.13,16.19,8.11,0.48,0.34
2022-08-20,98.1,16.12,8.15,0.53,0.39
2022-08-21,98.09,16.19,8.16,0.53,0.38
2022-08-22,98.03,16.13,8.19,0.53,0.42
2022-08-23,98.13,16.15,8.2,0.49,0.40
2022-08-24,98.02,16.2,8.13,0.50,0.40
2022-08-25,98.06,16.21,8.06,0.49,0.40
2022-08-26,98.09,16.03,8.11,0.50,0.39
2022-08-27,98.1,16.1,8.04,0.52,0.42
2022-08-28,98.09,16.2,8.05,0.56,0.44
2022-08-29,98.02,16.12,8.16,0.52,0.37
2022-08-30,98.07,16.03,8.16,0.50,0.37
2022-08-31,98.02,16.12,8.12,0.49,0.36
2022-09-01,98.07,16.15,8.05,0.50,0.44
2022-09-02,98.06,16.05,8.1,0.47,0.40
2022-09-03,98.06,16.09,8.1,0.55,0.44
2022-09-04,98.11,16.04,8.09,0.52,0.45
2022-09-05,98.04,16.13,8.06,0.52,0.40
2022-09-06,98.03,16.12,8.08,0.50,0.38
2022-09-07,98.07,16.12,8.13,0.49,0.40
2022-09-08,98.03,16.14,7.97,0.50,0.42
2022-09-09,98.07,16.04,7.99,0.49,0.40
2022-09-10,98.02,16.12,8.07,0.48,0.42
2022-09-11,98.07,16.05,8.13,0.51,0.44
2022-09-12,98.08,16.07,8.06,0.50,0.37
2022-09-13,98.0,16.06,8.03,0.49,0.41
2022-09-14,98.01,16.09,8.06,0.50,0.37
2022-09-15,98.01,16.03,7.99,0.51,0.41
2022-09-16,98.0,16.0,8.08,0.50,0.36
2022-09-17,97.99,16.13,8.03,0.53,0.41
2022-09-18,98.06,16.03,7.97,0.55,0.40
2022-09-19,97.97,16.0,7.98,0.51,0.37
2022-09-20,98.05,16.03,8.2,0.52,0.40
2022-09-21,97.97,15.9,7.94,0.51,0.40
2022-09-22,97.98,16.0,7.96,0.49,0.40
2022-09-23,98.04,16.03,8.05,0.53,0.41
2022-09-24,97.98,15.99,8.03,0.50,0.44
2022-09-25,98.02,15.99,8.0,0.50,0.41
2022-09-26,97.95,15.99,8.0,0.55,0.37
2022-09-27,98.05,15.99,7.96,0.49,0.39
2022-09-28,98.02,15.94,7.97,0.49,0.38
2022-09-29,97.98,15.96,8.05,0.50,0.37
2022-09-30,98.0,15.95,8.05,0.50,0.40
2022-10-01,98.03,16.15,8.03,0.48,0.42
2022-10-02,97.96,15.99,8.01,0.50,0.38
2022-10-03,97.98,16.08,7.99,0.53,0.37
2022-10-04,97.99,16.06,8.04,0.50,0.38
2022-10-05,98.01,15.97,8.04,0.49,0.41
2022-10-06,98.0,16.04,7.94,0.50,0.40
2022-10-07,98.0,15.99,8.03,0.50,0.38
2022-10-08,98.01,15.98,8.0,0.53,0.43
2022-10-09,97.97,15.93,7.94,0.48,0.38
2022-10-10,98.03,16.0,7.93,0.49,0.41
2022-10-11,98.02,15.98,8.06,0.54,0.41
2022-10-12,98.01,16.01,7.93,0.49,0.45
2022-10-13,97.95,15.94,7.96,0.54,0.42
2022-10-14,98.0,15.98,8.01,0.55,0.42
2022-10-15,97.99,15.93,7.98,0.53,0.48
2022-10-16,97.97,16.06,7.92,0.57,0.44
2022-10-17,98.02,16.02,8.03,0.55,0.48
2022-10-18,98.02,15.95,8.06,0.55,0.49
2022-10-19,98.02,15.92,7.94,0.59,0.51
2022-10-20,98.02,15.91,8.02,0.62,0.53
2022-10-21,98.04,16.0,7.99,0.60,0.48
2022-10-22,98.02,16.0,7.98,0.61,0.53
2022-10-23,97.98,15.96,8.02,0.61,0.49
2022-10-24,97.97,15.97,8.01,0.61,0.54
2022-10-25,98.02,15.97,8.02,0.65,0.60
2022-10-26,98.09,15.82,8.04,0.62,0.61
2022-10-27,98.01,15.97,7.99,0.61,0.58
2022-10-28,97.99,15.97,7.96,0.66,0.60
2022-10-29,98.05,16.03,7.99,0.68,0.59
2022-10-30,98.01,16.03,7.97,0.69,0.57
2022-10-31,98.02,15.73,7.89,0.71,0.64
2022-11-01,98.03,15.91,8.02,0.69,0.62
2022-11-02,98.01,15.87,7.99,0.69,0.63
2022-11-03,98.04,15.92,7.97,0.71,0.64
2022-11-04,97.97,15.91,7.93,0.70,0.71
2022-11-05,98.03,15.88,7.92,0.74,0.70
2022-11-06,98.02,15.82,7.95,0.74,0.70
2022-11-07,98.02,15.9,7.86,0.78,0.70
2022-11-08,98.05,15.83,7.97,0.78,0.75
2022-11-09,98.01,15.89,7.92,0.77,0.72
2022-11-10,98.01,15.86,7.95,0.80,0.79
2022-11-11,98.03,15.8,7.92,0.82,0.75
2022-11-12,97.99,15.89,7.92,0.79,0.81
2022-11-13,98.01,15.89,7.97,0.82,0.82
2022-11-14,98.04,15.8,7.9,0.83,0.86
2022-11-15,98.02,15.82,7.88,0.84,0.82
2022-11-16,98.09,15.83,7.89,0.87,0.87
2022-11-17,97.98,15.8,7.84,0.84,0.84
2022-11-18,98.07,15.82,7.88,0.84,0.90
2022-11-19,98.03,15.82,7.98,0.90,0.88
2022-11-20,98.09,15.8,7.92,0.93,0.93
2022-11-21,98.04,15.78,7.95,0.90,0.90
2022-11-22,98.03,15.7,7.81,0.93,0.93
2022-11-23,98.03,15.77,7.91,0.94,0.98
2022-11-24,98.01,15.8,7.91,0.94,1.00
2022-11-25,98.06,15.68,7.87,0.92,0.97
2022-11-26,98.07,15.71,7.87,1.00,0.99
2022-11-27,98.07,15.64,7.85,0.97,1.00
2022-11-28,98.02,15.65,7.85,1.00,1.01
2022-11-29,98.04,15.77,7.84,1.02,1.01
2022-11-30,98.05,15.7,7.9,1.02,1.05
2022-12-01,98.05,15.66,7.92,1.05,1.10
2022-12-02,98.05,15.71,7.85,0.99,1.06
2022-12-03,98.05,15.62,7.88,0.98,1.09
2022-12-04,98.04,15.65,7.81,1.06,1.13
2022-12-05,98.06,15.64,7.86,1.03,1.10
2022-12-06,98.06,15.57,7.76,1.05,1.12
2022-12-07,98.08,15.7,7.81,1.07,1.13
2022-12-08,98.04,15.61,7.83,1.08,1.20
2022-12-09,98.12,15.71,7.9,1.05,1.18
2022-12-10,98.09,15.69,7.85,1.08,1.22
2022-12-11,98.09,15.54,7.76,1.10,1.15
2022-12-12,98.12,15.54,7.76,1.12,1.25
2022-12-13,98.08,15.59,7.84,1.08,1.20
2022-12-14,98.1,15.56,7.75,1.11,1.20
2022-12-15,98.07,15.48,7.74,1.15,1.16
2022-12-16,98.14,15.52,7.78,1.16,1.23
2022-12-17,98.05,15.52,7.74,1.15,1.24
2022-12-18,98.13,15.52,7.8,1.16,1.25
2022-12-19,98.06,15.43,7.74,1.15,1.25
2022-12-20,98.1,15.44,7.63,1.20,1.26
2022-12-21,98.12,15.43,7.74,1.18,1.29
2022-12-22,98.14,15.4,7.69,1.17,1.28
2022-12-23,98.09,15.46,7.78,1.20,1.26
2022-12-24,98.08,15.5,7.73,1.18,1.29
2022-12-25,98.11,15.41,7.71,1.23,1.32
2022-12-26,98.13,15.47,7.72,1.21,1.26
2022-12-27,98.13,15.36,7.76,1.19,1.32
2022-12-28,98.12,15.48,7.69,1.19,1.29
2022-12-29,98.16,15.43,7.69,1.19,1.32
2022-12-30,98.09,15.34,7.72,1.21,1.33
2022-12-31,98.11,15.39,7.73,1.17,1.31
2023-01-01,98.11,15.43,7.64,1.24,1.30
2023-01-02,98.15,15.32,7.64,1.21,1.29
2023-01-03,98.14,15.34,7.66,1.19,1.29
2023-01-04,98.13,15.38,7.72,1.22,1.32
2023-01-05,98.15,15.31,7.67,1.22,1.27
2023-01-06,98.11,15.32,7.71,1.24,1.34
2023-01-07,98.15,15.37,7.68,1.22,1.35
2023-01-08,98.19,15.24,7.6,1.20,1.31
2023-01-09,98.14,15.17,7.66,1.20,1.34
2023-01-10,98.19,15.24,7.67,1.24,1.28
2023-01-11,98.15,15.27,7.66,1.17,1.29
2023-01-12,98.15,15.16,7.66,1.18,1.32
2023-01-13,98.15,15.21,7.66,1.21,1.26
2023-01-14,98.16,15.13,7.63,1.21,1.28
2023-01-15,98.16,15.11,7.62,1.20,1.31
2023-01-16,98.22,15.2,7.62,1.19,1.29
2023-01-17,98.2,15.14,7.59,1.17,1.26
2023-01-18,98.11,15.13,7.56,1.20,1.34
2023-01-19,98.15,15.15,7.51,1.18,1.27
2023-01-20,98.23,15.26,7.63,1.22,1.28
2023-01-21,98.19,15.03,7.55,1.14,1.31
2023-01-22,98.18,15.11,7.57,1.18,1.31
2023-01-23,98.13,15.15,7.55,1.22,1.28
2023-01-24,98.14,15.0,7.61,1.22,1.30
2023-01-25,98.21,15.09,7.53,1.21,1.30
2023-01-26,98.14,15.04,7.49,1.20,1.31
2023-01-27,98.25,15.02,7.52,1.20,1.26
2023-01-28,98.23,15.06,7.61,1.20,1.26
2023-01-29,98.21,15.07,7.5,1.23,1.28
2023-01-30,98.2,15.02,7.42,1.16,1.27
2023-01-31,98.2,14.97,7.51,1.20,1.29
2023-02-01,98.21,14.96,7.53,1.18,1.29
2023-02-02,98.23,14.96,7.5,1.20,1.24
2023-02-03,98.25,15.02,7.44,1.21,1.29
2023-02-04,98.18,14.97,7.52,1.17,1.26
2023-02-05,98.21,14.94,7.51,1.20,1.31
2023-02-06,98.23,14.96,7.53,1.19,1.26
2023-02-07,98.24,14.84,7.45,1.16,1.28
2023-02-08,98.2,14.89,7.45,1.19,1.24
2023-02-09,98.22,14.89,7.49,1.15,1.26
2023-02-10,98.2,14.84,7.42,1.17,1.24
2023-02-11,98.22,14.9,7.34,1.16,1.29
2023-02-12,98.28,14.95,7.4,1.17,1.27
2023-02-13,98.31,14.8,7.46,1.17,1.27
2023-02-14,98.23,14.8,7.47,1.18,1.26
2023-02-15,98.29,14.79,7.37,1.14,1.26
2023-02-16,98.27,14.74,7.44,1.13,1.29
2023-02-17,98.27,14.83,7.4,1.17,1.26
2023-02-18,98.25,14.84,7.39,1.13,1.24
2023-02-19,98.27,14.73,7.45,1.16,1.25
2023-02-20,98.28,14.8,7.33,1.13,1.22
2023-02-21,98.28,14.73,7.32,1.14,1.26
2023-02-22,98.24,14.64,7.34,1.21,1.25
2023-02-23,98.29,14.75,7.38,1.15,1.27
2023-02-24,98.3,14.7,7.3,1.17,1.24
2023-02-25,98.26,14.65,7.24,1.14,1.21
2023-02-26,98.26,14.66,7.25,1.15,1.26
2023-02-27,98.29,14.72,7.36,1.12,1.27
2023-02-28,98.29,14.64,7.34,1.18,1.24
2023-03-01,98.28,14.61,7.32,1.12,1.22
2023-03-02,98.3,14.66,7.25,1.20,1.28
2023-03-03,98.29,14.62,7.31,1.14,1.22
2023-03-04,98.32,14.55,7.3,1.16,1.24
2023-03-05,98.31,14.62,7.28,1.13,1.27
2023-03-06,98.28,14.67,7.31,1.13,1.25
2023-03-07,98.35,14.65,7.34,1.14,1.21
2023-03-08,98.34,14.57,7.27,1.15,1.23
2023-03-09,98.35,14.43,7.3,1.11,1.18
2023-03-10,98.35,14.57,7.33,1.11,1.20
2023-03-11,98.35,14.52,7.25,1.13,1.21
2023-03-12,98.32,14.58,7.24,1.14,1.23
2023-03-13,98.33,14.44,7.29,1.14,1.22
2023-03-14,98.3,14.57,7.22,1.13,1.21
2023-03-15,98.38,14.45,7.19,1.15,1.22
2023-03-16,98.3,14.42,7.19,1.13,1.19
2023-03-17,98.33,14.51,7.25,1.12,1.22
2023-03-18,98.35,14.44,7.23,1.11,1.19
2023-03-19,98.36,14.4,7.31,1.13,1.19
2023-03-20,98.34,14.41,7.26,1.14,1.19
2023-03-21,98.41,14.48,7.2,1.11,1.19
2023-03-22,98.35,14.33,7.24,1.14,1.15
2023-03-23,98.36,14.29,7.21,1.16,1.17
2023-03-24,98.4,14.42,7.23,1.14,1.19
2023-03-25,98.41,14.39,7.21,1.11,1.15
2023-03-26,98.38,14.33,7.12,1.10,1.16
2023-03-27,98.44,14.46,7.2,1.08,1.18
2023-03-28,98.42,14.28,7.19,1.12,1.15
2023-03-29,98.39,14.38,7.17,1.10,1.13
2023-03-30,98.4,14.32,7.21,1.12,1.18
2023-03-31,98.38,14.28,7.16,1.11,1.11
2023-04-01,98.42,14.36,7.12,1.10,1.13
2023-04-02,98.39,14.37,7.19,1.07,1.14
2023-04-03,98.47,14.21,7.21,1.08,1.13
2023-04-04,98.38,14.28,7.08,1.07,1.14
2023-04-05,98.37,14.19,7.19,1.06,1.14
2023-04-06,98.41,14.33,7.05,1.08,1.14
2023-04-07,98.39,14.29,7.15,1.08,1.12
2023-04-08,98.43,14.24,7.12,1.08,1.14
2023-04-09,98.4,14.19,7.17,1.10,1.09
2023-04-10,98.4,14.29,7.16,1.06,1.16
2023-04-11,98.42,14.2,7.08,1.09,1.12
2023-04-12,98.38,14.25,7.1,1.07,1.12
2023-04-13,98.45,14.25,7.14,1.08,1.13
2023-04-14,98.42,14.12,7.1,1.09,1.11
2023-04-15,98.47,14.24,7.11,1.08,1.13
2023-04-16,98.46,14.17,7.15,1.08,1.08
2023-04-17,98.42,14.14,7.07,1.08,1.11
2023-04-18,98.41,14.26,7.08,1.07,1.10
2023-04-19,98.49,14.08,7.07,1.06,1.06
2023-04-20,98.42,14.11,7.06,1.06,1.10
2023-04-21,98.39,14.11,7.05,1.02,1.10
2023-04-22,98.49,14.17,7.08,1.05,1.07
2023-04-23,98.49,14.15,7.03,1.05,1.10
2023-04-24,98.49,14.1,7.08,1.02,1.12
2023-04-25,98.51,14.17,7.06,1.05,1.05
2023-04-26,98.48,14.12,7.13,1.05,1.07
2023-04-27,98.48,14.12,7.04,1.03,1.03
2023-04-28,98.48,14.02,7.0,1.05,1.07
2023-04-29,98.49,14.19,7.02,1.04,1.10
2023-04-30,98.49,14.06,7.06,1.05,1.04
2023-05-01,98.48,14.19,7.08,1.02,1.08
2023-05-02,98.51,14.01,7.0,1.05,1.02
2023-05-03,98.5,13.98,7.05,1.05,1.04
2023-05-04,98.5,14.11,6.98,1.04,1.04
2023-05-05,98.48,14.08,6.99,1.02,1.06
2023-05-06,98.53,14.04,6.98,1.04,1.05
2023-05-07,98.54,14.04,7.0,1.01,1.00
2023-05-08,98.49,14.14,7.12,1.03,1.05
2023-05-09,98.54,14.06,7.02,1.02,1.04
2023-05-10,98.52,14.01,6.99,1.02,1.02
2023-05-11,98.56,13.99,7.04,0.96,1.03
2023-05-12,98.52,14.08,6.97,1.01,1.03
2023-05-13,98.52,14.01,6.98,1.02,0.97
2023-05-14,98.55,14.09,7.04,1.01,1.01
2023-05-15,98.54,14.04,6.95,0.96,1.00
2023-05-16,98.58,14.02,7.03,1.01,1.01
2023-05-17,98.58,14.02,6.98,1.01,0.99
2023-05-18,98.55,13.99,6.93,0.99,1.03
2023-05-19,98.52,14.12,7.05,1.02,1.00
2023-05-20,98.59,14.0,6.99,0.98,1.00
2023-05-21,98.58,13.89,7.06,0.99,1.01
2023-05-22,98.59,13.95,7.05,0.98,0.95
2023-05-23,98.53,13.99,7.01,0.99,0.96
2023-05-24,98.54,13.97,7.0,0.97,1.01
2023-05-25,98.63,13.97,6.96,0.97,0.99
2023-05-26,98.55,14.02,6.96,0.97,0.94
2023-05-27,98.57,13.98,6.99,0.98,1.00
2023-05-28,98.59,13.94,7.0,0.96,0.99
2023-05-29,98.58,13.99,7.04,0.97,0.97
2023-05-30,98.6,14.11,6.96,1.01,0.97
2023-05-31,98.6,14.08,7.01,0.96,0.94
2023-06-01,98.61,14.01,7.02,0.96,0.95
2023-06-02,98.63,14.08,6.99,0.98,0.95
2023-06-03,98.6,13.92,6.99,0.95,0.92
2023-06-04,98.56,13.99,6.93,0.95,0.91
2023-06-05,98.57,13.98,7.01,0.95,0.94
2023-06-06,98.62,14.0,7.0,0.98,0.90
2023-06-07,98.61,13.95,7.05,0.99,0.95
2023-06-08,98.61,14.04,7.06,0.95,0.94
2023-06-09,98.64,13.96,7.0,0.96,0.93
2023-06-10,98.59,14.03,7.06,0.94,0.91
2023-06-11,98.61,14.0,7.03,0.96,0.88
2023-06-12,98.65,14.07,7.0,0.92,0.94
2023-06-13,98.62,14.03,7.02,0.93,0.92
2023-06-14,98.65,13.98,7.0,0.92,0.94
2023-06-15,98.68,14.0,6.94,0.97,0.93
2023-06-16,98.63,14.09,7.02,0.94,0.88
2023-06-17,98.61,14.12,7.02,0.97,0.87
2023-06-18,98.67,13.99,7.02,0.95,0.88
2023-06-19,98.69,14.03,6.98,0.94,0.93
2023-06-20,98.66,13.98,7.04,0.91,0.85
2023-06-21,98.61,13.95,7.0,0.94,0.90
2023-06-22,98.63,14.11,7.03,0.92,0.88
2023-06-23,98.66,14.06,7.01,0.95,0.86
2023-06-24,98.68,14.06,7.09,0.93,0.87
2023-06-25,98.64,14.08,6.99,0.90,0.89
2023-06-26,98.62,14.04,7.09,0.87,0.90
2023-06-27,98.65,14.01,7.01,0.96,0.85
2023-06-28,98.64,14.17,7.0,0.93,0.88
2023-06-29,98.7,14.06,6.96,0.91,0.88
2023-06-30,98.65,14.06,7.0,0.91,0.84
2023-07-01,98.7,14.01,7.04,0.90,0.82
2023-07-02,98.7,14.04,7.05,0.91,0.89
2023-07-03,98.69,14.04,6.99,0.87,0.83
2023-07-04,98.7,14.06,7.03,0.86,0.82
2023-07-05,98.59,14.08,7.01,0.88,0.84
2023-07-06,98.67,14.15,7.06,0.90,0.84
2023-07-07,98.71,14.07,7.05,0.91,0.84
2023-07-08,98.65,14.09,7.02,0.86,0.82
2023-07-09,98.69,14.1,7.04,0.90,0.85
2023-07-10,98.69,14.13,7.05,0.88,0.82
2023-07-11,98.75,14.14,7.14,0.88,0.83
2023-07-12,98.75,14.22,7.01,0.85,0.85
2023-07-13,98.71,14.06,7.08,0.90,0.85
2023-07-14,98.72,14.11,7.01,0.87,0.83
2023-07-15,98.7,14.08,7.11,0.88,0.84
2023-07-16,98.7,14.11,7.05,0.84,0.86
2023-07-17,98.7,14.09,7.06,0.84,0.83
2023-07-18,98.69,14.04,7.05,0.88,0.79
2023-07-19,98.69,14.11,7.08,0.88,0.80
2023-07-20,98.68,14.19,7.08,0.90,0.80
2023-07-21,98.73,14.13,7.06,0.87,0.87
2023-07-22,98.75,14.08,7.1,0.83,0.85
2023-07-23,98.71,14.18,7.07,0.89,0.80
2023-07-24,98.71,14.13,7.08,0.90,0.76
2023-07-25,98.72,14.2,7.06,0.86,0.77
2023-07-26,98.68,14.11,7.06,0.88,0.79
2023-07-27,98.75,14.16,7.05,0.86,0.74
2023-07-28,98.75,14.16,7.04,0.85,0.83
2023-07-29,98.71,14.09,7.1,0.84,0.76
2023-07-30,98.73,14.14,7.1,0.85,0.80
2023-07-31,98.76,14.18,7.15,0.86,0.75
2023-08-01,98.7,14.22,7.12,0.85,0.81
2023-08-02,98.71,14.27,7.14,0.85,0.74
2023-08-03,98.74,14.12,7.09,0.84,0.79
2023-08-04,98.77,14.17,7.08,0.85,0.78
2023-08-05,98.74,14.16,7.08,0.86,0.77
2023-08-06,98.78,14.21,7.12,0.86,0.78
2023-08-07,98.72,14.22,7.14,0.86,0.77
2023-08-08,98.72,14.14,7.17,0.82,0.72
2023-08-09,98.81,14.24,7.15,0.81,0.75
2023-08-10,98.78,14.2,7.1,0.85,0.78
2023-08-11,98.76,14.31,7.16,0.84,0.74
2023-08-12,98.76,14.34,7.19,0.84,0.73
2023-08-13,98.75,14.26,7.16,0.82,0.76
2023-08-14,98.75,14.29,7.16,0.85,0.74
2023-08-15,98.78,14.25,7.05,0.81,0.74
2023-08-16,98.74,14.25,7.16,0.83,0.70
2023-08-17,98.77,14.32,7.11,0.84,0.67
2023-08-18,98.83,14.29,7.06,0.80,0.77
2023-08-19,98.78,14.36,7.11,0.82,0.75
2023-08-20,98.78,14.3,7.11,0.83,0.74
2023-08-21,98.78,14.32,7.13,0.81,0.76
2023-08-22,98.79,14.41,7.16,0.83,0.75
2023-08-23,98.77,14.34,7.21,0.79,0.70
2023-08-24,98.77,14.34,7.15,0.80,0.73
2023-08-25,98.84,14.34,7.25,0.84,0.75
2023-08-26,98.83,14.37,7.12,0.83,0.75
2023-08-27,98.81,14.41,7.25,0.80,0.72
2023-08-28,98.75,14.27,7.18,0.80,0.76
2023-08-29,98.75,14.36,7.2,0.84,0.70
2023-08-30,98.73,14.41,7.21,0.81,0.76
2023-08-31,98.79,14.32,7.2,0.84,0.70
2023-09-01,98.79,14.37,7.26,0.83,0.73
2023-09-02,98.72,14.26,7.18,0.80,0.68
2023-09-03,98.79,14.42,7.12,0.83,0.69
2023-09-04,98.72,14.49,7.24,0.79,0.70
2023-09-05,98.79,14.4,7.23,0.81,0.73
2023-09-06,98.8,14.46,7.24,0.80,0.74
2023-09-07,98.78,14.39,7.28,0.77,0.71
2023-09-08,98.78,14.55,7.2,0.84,0.70
2023-09-09,98.79,14.41,7.22,0.78,0.68
2023-09-10,98.81,14.42,7.31,0.82,0.70
2023-09-11,98.84,14.47,7.24,0.80,0.70
2023-09-12,98.78,14.5,7.22,0.81,0.72
2023-09-13,98.79,14.48,7.23,0.81,0.71
2023-09-14,98.75,14.46,7.25,0.80,0.71
2023-09-15,98.82,14.45,7.21,0.78,0.73
2023-09-16,98.82,14.53,7.23,0.78,0.74
2023-09-17,98.82,14.41,7.34,0.81,0.75
2023-09-18,98.76,14.49,7.19,0.80,0.73
2023-09-19,98.85,14.56,7.31,0.80,0.69
2023-09-20,98.75,14.53,7.29,0.80,0.69
2023-09-21,98.79,14.55,7.25,0.80,0.63
2023-09-22,98.79,14.5,7.22,0.83,0.69
2023-09-23,98.8,14.49,7.29,0.79,0.69
2023-09-24,98.77,14.56,7.3,0.75,0.70
2023-09-25,98.85,14.53,7.29,0.83,0.71
2023-09-26,98.8,14.55,7.28,0.83,0.70
2023-09-27,98.84,14.55,7.27,0.79,0.70
2023-09-28,98.81,14.53,7.35,0.79,0.73
2023-09-29,98.79,14.6,7.27,0.81,0.73
2023-09-30,98.81,14.5,7.32,0.78,0.69
2023-10-01,98.84,14.7,7.31,0.83,0.71
2023-10-02,98.81,14.59,7.31,0.77,0.72
2023-10-03,98.79,14.65,7.32,0.78,0.78
2023-10-04,98.82,14.65,7.35,0.79,0.73
2023-10-05,98.8,14.65,7.34,0.83,0.69
2023-10-06,98.84,14.63,7.33,0.77,0.73
2023-10-07,98.81,14.71,7.32,0.80,0.70
2023-10-08,98.85,14.7,7.29,0.80,0.74
2023-10-09,98.8,14.67,7.29,0.83,0.74
2023-10-10,98.83,14.58,7.36,0.81,0.71
2023-10-11,98.76,14.77,7.34,0.80,0.72
2023-10-12,98.85,14.67,7.32,0.81,0.71
2023-10-13,98.8,14.74,7.34,0.82,0.72
2023-10-14,98.74,14.67,7.31,0.81,0.74
2023-10-15,98.84,14.65,7.33,0.80,0.74
2023-10-16,98.82,14.76,7.4,0.84,0.71
2023-10-17,98.81,14.7,7.36,0.83,0.74
2023-10-18,98.82,14.75,7.37,0.77,0.71
